X,Y,Thickness
0.00,0.00,-2023.34093092403
0.00,49.40,-2030.41713145658
-34.93,34.93,-2018.75065263574
-49.40,0.00,-2020.46320862377
-34.93,-34.93,-2019.52308461894
0.00,-49.40,-2015.03332493544
34.93,-34.93,-2027.27600013632
49.40,0.00,-2027.34798809636
34.93,34.93,-2030.71886594942
0.00,98.80,-2053.97361758471
-37.81,91.28,-2053.1255498182
-69.86,69.86,-2044.43449020412
-91.28,37.81,-2042.38846558815
-98.80,0.00,-2038.21538391494
-91.28,-37.81,-2035.80523399298
-69.86,-69.86,-2038.59975139327
-37.81,-91.28,-2038.90139225596
0.00,-98.80,-2042.87612814159
37.81,-91.28,-2037.22094170027
69.86,-69.86,-2045.93321003866
91.28,-37.81,-2050.4825041178
98.80,0.00,-2047.65507465751
91.28,37.81,-2054.89143015955
69.86,69.86,-2050.85808203785
37.81,91.28,-2045.51056007739
0.00,148.00,-1958.25672225548
-38.31,142.96,-2068.11823228877
-74.00,128.17,-2068.9895641346
-104.65,104.65,-2065.99402731985
-128.17,74.00,-2046.96485498229
-142.96,38.31,-2028.80290872837
-148.00,0.00,-2049.61649356124
-142.96,-38.31,-2017.82218872648
-128.17,-74.00,-2063.09395971472
-104.65,-104.65,-2074.47199566356
-74.00,-128.17,-2090.49361318783
-38.31,-142.96,-2091.59226532976
0.00,-148.00,-2074.45063973569
38.31,-142.96,-2101.66237598723
74.00,-128.17,-2116.03670918902
104.65,-104.65,-2132.69433811864
128.17,-74.00,-2127.32171983049
142.96,-38.31,-2135.5262199562
148.00,0.00,-2137.97464810469
142.96,38.31,-2171.3901083584
128.17,74.00,-2160.7700040258
104.65,104.65,-2163.00693190138
74.00,128.17,-2139.83765859023
38.31,142.96,-2104.55918785099
